category,date,amount
Hannah,1,317.93
Hannah,2,74.36
Hannah,3,348.72
Hannah,4,353.76
Hannah,5,71.07
Hannah,6,375.62
Hannah,7,781.59
Hannah,8,962.22
Hannah,9,844.2
Hannah,10,501.72
Hannah,11,119.85
Hannah,12,96.91
Hannah,13,25.6
Hannah,14,314.47
Hannah,15,771.23
Hannah,16,1134.99
Hannah,17,1241.97
Hannah,18,1055.25
Hannah,19,682.94
Hannah,20,324.84
Olga,1,938.8
Olga,2,891.65
Olga,3,433.94
Olga,4,162.66
Olga,5,548.85
Olga,6,492.92
Olga,7,10.22
Olga,8,645.43
Olga,9,1123.55
Olga,10,1172.86
Olga,11,781.73
Olga,12,184.62
Olga,13,268.89
Olga,14,309.46
Olga,15,101.49
Olga,16,750.21
Olga,17,1290.11
Olga,18,1435.39
Olga,19,1120.78
Olga,20,537.98
Jack,1,557.97
Jack,2,542.88
Jack,3,497.43
Jack,4,429.53
Jack,5,349.01
Jack,6,266.81
Jack,7,194.01
Jack,8,140.86
Jack,9,115.94
Jack,10,125.38
Jack,11,172.31
Jack,12,256.67
Jack,13,375.11
Jack,14,521.38
Jack,15,686.79
Jack,16,861
Jack,17,1032.94
Jack,18,1191.69
Jack,19,1327.5
Jack,20,1432.6
Julia,1,544.8
Julia,2,620.02
Julia,3,693.72
Julia,4,765.77
Julia,5,836.02
Julia,6,904.34
Julia,7,970.61
Julia,8,1034.7
Julia,9,1096.51
Julia,10,1155.94
Julia,11,1212.88
Julia,12,1267.25
Julia,13,1318.96
Julia,14,1367.96
Julia,15,1414.18
Julia,16,1457.56
Julia,17,1498.06
Julia,18,1535.65
Julia,19,1570.3
Julia,20,1602
Shu,1,189.59
Shu,2,265.59
Shu,3,309.11
Shu,4,313.99
Shu,5,283.99
Shu,6,231.84
Shu,7,175.93
Shu,8,135.64
Shu,9,126.33
Shu,10,155.4
Shu,11,220.41
Shu,12,309.68
Shu,13,405.31
Shu,14,487.76
Shu,15,540.88
Shu,16,556.05
Shu,17,534.39
Shu,18,486.47
Shu,19,429.62
Shu,20,383.45
Diego,1,94.32
Diego,2,125.39
Diego,3,156.36
Diego,4,182.39
Diego,5,199.95
Diego,6,207.7
Diego,7,206.9
Diego,8,201.02
Diego,9,194.89
Diego,10,193.38
Diego,11,200.17
Diego,12,216.75
Diego,13,242.05
Diego,14,272.73
Diego,15,304.02
Diego,16,331
Diego,17,349.89
Diego,18,359
Diego,19,359.23
Diego,20,353.79
Isabel,1,606.32
Isabel,2,617.74
Isabel,3,337.15
Isabel,4,22.55
Isabel,5,195.79
Isabel,6,41.08
Isabel,7,364.86
Isabel,8,778.19
Isabel,9,950.12
Isabel,10,792.49
Isabel,11,436.41
Isabel,12,145.02
Isabel,13,138.42
Isabel,14,447.24
Isabel,15,892.22
Isabel,16,1203.55
Isabel,17,1200.3
Isabel,18,910.87
Isabel,19,554.06
Isabel,20,393.49
Mia,1,456.96
Mia,2,235.84
Mia,3,3.36
Mia,4,202.58
Mia,5,312.48
Mia,6,303.25
Mia,7,171.12
Mia,8,60.86
Mia,9,347.79
Mia,10,632.79
Mia,11,859.37
Mia,12,983.84
Mia,13,984.8
Mia,14,867.84
Mia,15,664.31
Mia,16,424.49
Mia,17,206.58
Mia,18,63.98
Mia,19,33.66
Mia,20,128.04
Pierre,1,351.13
Pierre,2,362.9
Pierre,3,297.6
Pierre,4,182.39
Pierre,5,61.1
Pierre,6,20.4
Pierre,7,29.54
Pierre,8,42.09
Pierre,9,175.93
Pierre,10,332.64
Pierre,11,465.26
Pierre,12,534.85
Pierre,13,523.54
Pierre,14,440.46
Pierre,15,318.71
Pierre,16,204.31
Pierre,17,140.82
Pierre,18,154.8
Pierre,19,246.94
Pierre,20,391.83
Hans,1,105.75
Hans,2,139.5
Hans,3,162.27
Hans,4,166.12
Hans,5,158.41
Hans,6,155.87
Hans,7,171.02
Hans,8,202.09
Hans,9,234.44
Hans,10,252.38
Hans,11,251.88
Hans,12,243.84
Hans,13,245.22
Hans,14,265.4
Hans,15,298.53
Hans,16,328.3
Hans,17,341.12
Hans,18,337.09
Hans,19,329.96
Hans,20,335.97
Emma,1,672.92
Emma,2,764.66
Emma,3,718.5
Emma,4,536.01
Emma,5,238.86
Emma,6,134.36
Emma,7,533.88
Emma,8,906.02
Emma,9,1201.16
Emma,10,1381.03
Emma,11,1424.33
Emma,12,1329.9
Emma,13,1116.9
Emma,14,821.95
Emma,15,493.74
Emma,16,185.89
Emma,17,51.01
Emma,18,176.8
Emma,19,167.73
Emma,20,19.89
Bo,1,51.5
Bo,2,188.82
Bo,3,335.88
Bo,4,342.22
Bo,5,204.77
Bo,6,34.15
Bo,7,300.22
Bo,8,510.54
Bo,9,599.8
Bo,10,540.91
Bo,11,353.49
Bo,12,97.77
Bo,13,144.52
Bo,14,295.86
Bo,15,307.43
Bo,16,174.52
Bo,17,61.99
Bo,18,328.54
Bo,19,542.07
Bo,20,636.27
Liam,1,282.51
Liam,2,57.77
Liam,3,433.32
Liam,4,724.04
Liam,5,839.28
Liam,6,749.33
Liam,7,495.73
Liam,8,176.83
Liam,9,86.35
Liam,10,192.11
Liam,11,93.44
Liam,12,185.71
Liam,13,558.71
Liam,14,906.34
Liam,15,1118.21
Liam,16,1131.05
Liam,17,950.7
Liam,18,650.09
Liam,19,343.89
Liam,20,148.72
Nora,1,199.07
Nora,2,164.83
Nora,3,119.25
Nora,4,97.98
Nora,5,123.83
Nora,6,194.58
Nora,7,284.26
Nora,8,356.82
Nora,9,385.32
Nora,10,366.16
Nora,11,321
Nora,12,285.29
Nora,13,289.47
Nora,14,342.83
Nora,15,428.59
Nora,16,512.81
Nora,17,562.35
Nora,18,562.46
Nora,19,524.59
Nora,20,480.32
Omar,1,72.52
Omar,2,584.93
Omar,3,570.18
Omar,4,27.59
Omar,5,655.02
Omar,6,986.79
Omar,7,735.08
Omar,8,96.66
Omar,9,447.05
Omar,10,484.37
Omar,11,23.7
Omar,12,714.77
Omar,13,1091.73
Omar,14,888.68
Omar,15,266.6
Omar,16,305.15
Omar,17,394.22
Omar,18,76.46
Omar,19,772.01
Omar,20,1192.05
Yi,1,671.44
Yi,2,1016.68
Yi,3,1060.4
Yi,4,799.16
Yi,5,337.85
Yi,6,147.53
Yi,7,472.45
Yi,8,509.39
Yi,9,233.13
Yi,10,270.26
Yi,11,834.01
Yi,12,1269.92
Yi,13,1435.2
Yi,14,1283.21
Yi,15,880.04
Yi,16,381.01
Yi,17,24.48
Yi,18,180.29
Yi,19,18.98
Yi,20,414.24
