category,date,amount
Julia,1,61.8002920520131
Julia,2,27.5653060751454
Julia,3,3.33483995086109
Julia,4,22.1530723408201
Julia,5,22.9730199568876
Julia,6,4.10263542173701
Julia,7,31.534663792504
Julia,8,77.0779732517442
Julia,9,123.348515402267
Julia,10,160.993672206383
Julia,11,182.680272581879
Julia,12,184.824305217532
Julia,13,168.425352896182
Julia,14,138.829010499965
Julia,15,104.481028208516
Julia,16,74.9397352988897
Julia,17,58.6334979023248
Julia,18,60.8934241939596
Julia,19,82.6843288598382
Julia,20,120.399021857544
Julia,21,166.695640080662
Julia,22,212.207078784507
Julia,23,247.766149780961
Julia,24,266.529332684329
Julia,25,265.59638875368
Julia,26,246.688338780335
Julia,27,215.741835291936
Julia,28,181.515541339267
Hannah,1,113.795980808011
Hannah,2,137.409313214195
Hannah,3,126.692047377327
Hannah,4,81.5456736898222
Hannah,5,8.12704262568667
Hannah,6,82.2700090397052
Hannah,7,175.265975940477
Hannah,8,256.006188721229
Hannah,9,311.864033562803
Hannah,10,334.741441253506
Hannah,11,322.520455230281
Hannah,12,279.474654057437
Hannah,13,215.47238254178
Hannah,14,144.191989430499
Hannah,15,80.6330111489697
Hannah,16,38.3926708851957
Hannah,17,27.1973437174049
Hannah,18,51.126486336138
Hannah,19,107.879609670167
Hannah,20,189.187701365227
Hannah,21,282.325637994576
Hannah,22,372.412674130218
Hannah,23,445.127251234267
Hannah,24,489.29722087013
Hannah,25,498.94826507197
Hannah,26,474.373015321141
Hannah,27,422.081797742392
Hannah,28,353.626312495654
Isabel,1,150.476322926083
Isabel,2,176.639315763855
Isabel,3,195.23445286605
Isabel,4,205.522912175787
Isabel,5,207.058503117539
Isabel,6,199.722434693925
Isabel,7,183.705931437313
Isabel,8,159.524720116821
Isabel,9,127.975569617319
Isabel,10,90.136290939434
Isabel,11,47.301995688756
Isabel,12,0.950327979046427
Isabel,13,47.3106877129546
Isabel,14,95.8092853997172
Isabel,15,142.859212386714
Isabel,16,186.829265466008
Isabel,17,226.201237744246
Isabel,18,259.619173446446
Isabel,19,285.95021208539
Isabel,20,304.307767192824
Isabel,21,314.097883781842
Isabel,22,315.033725053891
Isabel,23,307.155853788564
Isabel,24,290.814848295204
Isabel,25,266.671302412906
Isabel,26,235.666852096516
Isabel,27,198.986509978444
Isabel,28,158.032589296062
Hans,1,179.707600305959
Hans,2,182.744014092669
Hans,3,161.234151542545
Hans,4,119.358876295112
Hans,5,64.715017499942
Hans,6,7.02895023526412
Hans,7,43.4630183343764
Hans,8,77.7240803838398
Hans,9,89.4380316621468
Hans,10,76.058109079109
Hans,11,39.2357972324595
Hans,12,15.4602137079016
Hans,13,79.4624852235589
Hans,14,142.656398488747
Hans,15,195.057715040679
Hans,16,228.487240108476
Hans,17,237.938367753749
Hans,18,222.423104559256
Hans,19,185.116936698885
Hans,20,132.851795192731
Hans,21,74.9600166886865
Hans,22,21.7097791066917
Hans,23,17.4043297869875
