category,date,amount
Emma,1,103.732563860484
Emma,2,103.078777885634
Emma,3,89.4755971614608
Emma,4,66.6706558692251
Emma,5,40.1535399740259
Emma,6,16.1119458886835
Emma,7,0.272595508157919
Emma,8,3.19579449401398
Emma,9,7.53959283539221
Emma,10,31.6232951699622
Emma,11,65.67778767691
Emma,12,104.43953920278
Emma,13,141.754096689405
Emma,14,171.739602586776
Emma,15,189.903771569397
Emma,16,193.986055520835
Emma,17,184.392023367862
Emma,18,164.111360805642
Emma,19,138.15273326862
Emma,20,112.604107105656
Emma,21,93.4736646144436
Emma,22,85.552881312359
Emma,23,91.5145229135362
Emma,24,111.409562561777
Emma,25,142.651667265047
Emma,26,180.509199544344
Emma,27,218.996139338413
Emma,28,252.011222956531
Emma,29,274.490379373163
Emma,30,283.355273947405
Emma,31,278.10504013581
Emma,32,260.911577109069
Emma,33,236.200683483372
Emma,34,209.81875723043
Emma,35,187.935764973915
Emma,36,175.861778563798
Emma,37,177.058539331321
Emma,38,192.474590995927
Emma,39,220.372414221064
Emma,40,256.647562818859
Emma,41,295.622071814511
Hannah,1,107.087926456835
Hannah,2,77.7229631796604
Hannah,3,29.577720746956
Hannah,4,29.0768542035114
Hannah,5,88.0682951477999
Hannah,6,137.168729970879
Hannah,7,167.93213036714
Hannah,8,175.212425036235
Hannah,9,158.092097389732
Hannah,10,120.055050995306
Hannah,11,68.3439047201131
Hannah,12,12.6723667938779
Hannah,13,36.538879211379
Hannah,14,70.0326671365061
Hannah,15,81.3752997442478
Hannah,16,68.1311472503313
Hannah,17,32.2903784866738
Hannah,18,20.0900673288743
Hannah,19,79.9702139542305
Hannah,20,136.962621172028
Hannah,21,181.196228873848
Hannah,22,205.10041709329
Hannah,23,204.765767323112
Hannah,24,180.651037857532
Hannah,25,137.492298622839
Hannah,26,83.4585499691945
Hannah,27,28.6801501713141
Hannah,28,16.5817853011183
Hannah,29,43.777065631247
Hannah,30,47.6155649818934
Hannah,31,27.0091175440696
Hannah,32,14.7290223351019
Hannah,33,70.4759118652181
Hannah,34,130.588761973148
Hannah,35,184.63359174501
Hannah,36,223.273450970484
Hannah,37,239.943885217345
Hannah,38,232.040831704409
Hannah,39,201.381593819395
Hannah,40,153.885704914254
Hannah,41,98.5022760616819
Julia,1,153.407000607245
Julia,2,164.122441923859
Julia,3,172.714740989943
Julia,4,179.170600463634
Julia,5,183.514398805012
Julia,6,185.805974052454
Julia,7,186.140623822631
Julia,8,184.644672863228
Julia,9,181.475473052937
Julia,10,176.82140340146
Julia,11,170.890788931293
Julia,12,163.918549348652
Julia,13,156.152901701617
Julia,14,147.85757660377
Julia,15,139.307385786915
Julia,16,130.777140982851
Julia,17,122.543870147024
Julia,18,114.880168787593
Julia,19,108.045335070853
Julia,20,102.287586044883
Julia,21,97.8396251922574
Julia,22,94.9053450881835
Julia,23,93.6686922950769
Julia,24,94.2848024679866
Julia,25,96.8733516836651
Julia,26,101.527421335142
Julia,27,108.295768342575
Julia,28,117.202771166044
Julia,29,128.228483792756
Julia,30,141.321933078911
Julia,31,156.392253855121
Julia,32,173.321986268278
Julia,33,191.955994663333
Julia,34,212.116981148802
Julia,35,233.596620702188
Julia,36,256.164426064563
Julia,37,279.576612635134
Julia,38,303.569449800318
Julia,39,327.872558275601
Julia,40,352.208910105537
Julia,41,376.303693558324
Bo,1,82.6629256811563
Bo,2,89.5110567397577
Bo,3,96.2306468270326
Bo,4,102.821695942981
Bo,5,109.281987863959
Bo,6,115.611522589968
Bo,7,121.812516344649
Bo,8,127.882752904361
Bo,9,133.822232269103
Bo,10,139.633170662518
Bo,11,145.31778430825
Bo,12,150.876073206299
Bo,13,156.308037356666
Bo,14,161.618109206636
Bo,15,166.806288756211
Bo,16,171.879224676321
Bo,17,176.836916966965
Bo,18,181.681581851788
Bo,19,186.417651778076
Bo,20,191.049559193117
Bo,21,195.579520320555
Bo,22,200.014183831319
Bo,23,204.355765949053
Bo,24,208.608699121046
Bo,25,212.779632018226
Bo,26,216.870780864239
Bo,27,220.891010553657
Bo,28,224.842537310125
Bo,29,228.72979358093
Bo,30,232.561644260646
Bo,31,236.34252179656
Bo,32,240.079074859602
Bo,33,243.775735897061
Bo,34,247.439153579866
Bo,35,251.075976578949
Bo,36,254.692853565239
Bo,37,258.294216986024
Bo,38,261.886715512236
Bo,39,265.479214038447
Bo,40,269.073928788302
Bo,41,272.681940880018
Isabel,1,46.6492914733011
Isabel,2,48.3314052187634
Isabel,3,49.160272861455
Isabel,4,49.4373008169
Isabel,5,49.4971388552762
Isabel,6,49.6899503122659
Isabel,7,50.354817405334
Isabel,8,51.8020114445789
Isabel,9,54.2996954908714
Isabel,10,58.051762119419
Isabel,11,63.1823198542611
Isabel,12,69.7445580628432
Isabel,13,77.6919360486505
Isabel,14,86.9092101822179
Isabel,15,97.1969203356249
Isabel,16,108.293552118931
Isabel,17,119.893266669326
Isabel,18,131.652549322057
Isabel,19,143.227885412373
Isabel,20,154.280192722808
Isabel,21,164.503632390552
Isabel,22,173.638906249307
Isabel,23,181.497635289372
Isabel,24,187.962359657638
Isabel,25,192.99983599945
Isabel,26,196.661037458612
Isabel,27,199.08115367738
Isabel,28,200.466293454605
Isabel,29,201.089052298446
Isabel,30,201.261917742643
Isabel,31,201.326188228306
Isabel,32,201.629810867474
Isabel,33,202.505219206681
Isabel,34,204.256035885093
Isabel,35,207.128261727147
Isabel,36,211.299194624328
Isabel,37,216.877429535169
Isabel,38,223.88069624882
Isabel,39,232.242508055973
Isabel,40,241.816594196154
Isabel,41,252.387980975936
Jack,1,245.406876498721
Jack,2,220.015602214451
Jack,3,89.8479227335789
Jack,4,66.5975204889876
Jack,5,155.809387036865
Jack,6,122.687924683856
Jack,7,17.9757899729177
Jack,8,189.945879818624
Jack,9,299.105975382188
Jack,10,287.215935534487
Jack,11,165.203959061917
Jack,12,6.90796909697751
Jack,13,93.103555265969
Jack,14,73.5608951770541
Jack,15,58.5038717427053
Jack,16,231.766019972607
Jack,17,351.371177568271
Jack,18,353.115345575753
Jack,19,240.132264227048
Jack,20,81.1027042360899
Jack,21,28.9837728104818
Jack,22,23.1019152604728
Jack,23,99.5173064904326
Jack,24,272.950103940889
Jack,25,402.242375082554
Jack,26,417.653994299873
Jack,27,314.513162152219
Jack,28,155.878089969815
Jack,29,36.5078520803691
Jack,30,28.7377719860466
Jack,31,141.133554069208
Jack,32,313.613375352934
Jack,33,451.766108621553
Jack,34,480.794205904906
Jack,35,388.24027410254
Jack,36,231.116666445044
Jack,37,103.320346262782
Jack,38,81.9980585880882
Jack,39,183.461209437567
Jack,40,353.871077838207
Jack,41,500
Yi,1,67.6369293778174
Yi,2,77.8293419145513
Yi,3,51.1925499425998
Yi,4,11.4512275662762
Yi,5,7.52629549353084
Yi,6,12.0606890682553
Yi,7,58.1758706434584
Yi,8,98.2629239081774
Yi,9,104.421809413632
Yi,10,75.0103054399426
Yi,11,35.9028230256772
Yi,12,20.4712577955667
Yi,13,43.7792818548905
Yi,14,90.9072776352007
Yi,15,128.516592866419
Yi,16,130.626437775089
Yi,17,98.723898426038
Yi,18,60.6115004277312
Yi,19,48.8921098005842
Yi,20,75.7549565841788
Yi,21,123.534522115696
Yi,22,158.384638910682
Yi,23,156.458740564428
Yi,24,122.368788479183
Yi,25,85.608286903448
Yi,26,77.7362605215217
Yi,27,107.963334796041
Yi,28,156.022144506646
Yi,29,187.849332251816
Yi,30,181.940880018084
Yi,31,145.984867624962
Yi,32,110.921993360194
Yi,33,106.994845063805
Yi,34,140.364524464893
Yi,35,188.330252782469
Yi,36,216.901807995248
Yi,37,207.09280214885
Yi,38,169.612027888958
Yi,39,136.574782034405
Yi,40,136.663430980147
Yi,41,172.925282236081
Pierre,1,34.3004933313831
Pierre,2,1.77076269120469
Pierre,3,40.2200266833327
Pierre,4,77.966747780452
Pierre,5,111.992429380034
Pierre,6,139.604359755152
Pierre,7,158.677180431632
Pierre,8,167.827967855892
Pierre,9,166.546990589914
Pierre,10,155.244250007757
Pierre,11,135.202939599041
Pierre,12,108.475282457703
Pierre,13,77.7008009432248
Pierre,14,45.873613198055
Pierre,15,16.0787025340301
Pierre,16,8.7740294048553
Pierre,17,26.2112770323879
Pierre,18,34.4113045135611
Pierre,19,32.3568651959807
Pierre,20,19.9371478974686
Pierre,21,2.05443931758042
Pierre,22,31.9778909529318
Pierre,23,67.5061721828473
Pierre,24,105.813597861787
Pierre,25,143.832914467065
Pierre,26,178.523463159714
Pierre,27,207.134910398078
Pierre,28,227.448816314952
Pierre,29,237.978094845507
Pierre,30,238.095554698616
Pierre,31,228.080440053367
Pierre,32,209.105133217203
Pierre,33,183.13320833832
Pierre,34,152.731052395959
Pierre,35,120.866188848849
Pierre,36,90.623601008825
Pierre,37,64.9508663218223
Pierre,38,46.3966419779353
Pierre,39,36.8823938761308
Pierre,40,37.5339636273376
Pierre,41,48.59070338506
Diego,1,49.5458957754345
Diego,2,28.7909613534921
Diego,3,85.07417700535
Diego,4,95.1358323471138
Diego,5,54.523534078871
Diego,6,19.5980656800039
Diego,7,95.7763209801027
Diego,8,141.676528861881
Diego,9,137.882353984105
Diego,10,86.1734239325559
Diego,11,8.7629482866375
Diego,12,61.1677725622648
Diego,13,93.6310164931363
Diego,14,74.6202500786759
Diego,15,12.0828513046909
Diego,16,67.4662801572632
Diego,17,130.256328426614
Diego,18,149.666015096915
Diego,19,117.577312961806
Diego,20,47.8371873462495
Diego,21,29.6486399035499
Diego,22,81.6678412651978
Diego,23,85.8720175170317
Diego,24,40.3086756290751
Diego,25,35.7499035942715
Diego,26,110.019990337265
Diego,27,150.984668164834
Diego,28,141.330797973485
Diego,29,85.3379076189336
Diego,30,7.04537496287825
